,company,typename,inches,ram,x_res,y_res,full_hd,ips_panel,touchscreen,4k_display,cpu_type,cpu_speed,cpu_brand,primary_memory_type,primary_memory_capacity,secondary_memory_type,secondary_memory_capacity,gpu_brand,os,weight,price
186,dell,notebook,15.6,16,3840,2160,0,0,1,1,core i7,2.8,intel,ssd,512,no secondary memory,0,nvidia geforce,windows,2.06,127712.16
187,lenovo,gaming,15.6,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,nvidia geforce,no os,2.4,41505.12
188,acer,ultrabook,13.3,8,1920,1080,1,1,0,0,core i5,1.2,intel,ssd,256,no secondary memory,0,intel hd,windows,1.12,52693.92
189,dell,notebook,17.3,8,1920,1080,1,0,0,0,core i7,1.8,intel,ssd,128,hdd,1024,amd radeon,windows,2.8,57808.8
190,lenovo,2 in 1 convertible,14.0,16,2560,1440,0,0,1,0,core i7,2.7,intel,ssd,1024,no secondary memory,0,intel hd,windows,1.42,150462.72
191,vero,notebook,14.0,4,1920,1080,1,1,0,0,celeron,1.1,intel,flash storage,32,no secondary memory,0,intel hd,windows,1.3,13852.8
192,xiaomi,ultrabook,13.3,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,nvidia geforce,no os,1.3,53274.67
193,lenovo,notebook,17.3,8,1600,900,0,0,0,0,core i5,1.6,intel,ssd,256,no secondary memory,0,nvidia geforce,no os,2.8,37189.44
194,dell,2 in 1 convertible,13.3,8,1920,1080,1,1,1,0,core i7,1.8,intel,hdd,1024,no secondary memory,0,intel uhd,windows,1.62,44701.92
195,hp,notebook,17.3,8,1920,1080,1,1,0,0,core i5,1.6,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.5,48697.92
196,razer,gaming,17.3,32,3840,2160,0,0,1,1,core i7,2.9,intel,ssd,1024,no secondary memory,0,nvidia geforce,windows,3.49,324954.72
197,hp,notebook,13.3,8,1920,1080,1,0,0,0,core i5,1.6,intel,ssd,512,no secondary memory,0,intel uhd,windows,1.49,51095.52
198,hp,gaming,17.3,16,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,3.35,73473.12
199,hp,notebook,17.3,8,1920,1080,1,0,0,0,core i7,1.8,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.5,55677.6
200,dell,gaming,15.6,16,3840,2160,0,1,0,1,core i7,2.8,intel,ssd,512,hdd,1024,nvidia geforce,windows,2.65,98301.6
201,lenovo,notebook,15.6,4,1366,768,0,0,0,0,core i5,2.3,intel,ssd,128,no secondary memory,0,intel hd,windows,2.1,26267.04
202,acer,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.7,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.23,39533.76
203,lenovo,gaming,15.6,16,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,512,hdd,1024,nvidia geforce,windows,3.2,93186.72
204,dell,workstation,15.6,16,3840,2160,0,0,0,1,others,3.0,intel,ssd,256,hdd,1024,nvidia,windows,2.8,162770.4
205,lenovo,gaming,15.6,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,512,no secondary memory,0,nvidia geforce,no os,2.4,74485.44
206,dell,notebook,15.6,6,1366,768,0,0,1,0,core i3,2.4,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.3,23389.92
207,dell,ultrabook,13.3,8,3840,2160,0,1,1,1,core i7,1.8,intel,ssd,256,no secondary memory,0,intel uhd,windows,1.21,103842.72
208,dell,ultrabook,13.3,8,1920,1080,1,0,0,0,core i7,1.8,intel,ssd,256,no secondary memory,0,intel uhd,windows,1.2,77202.72
209,lenovo,notebook,15.6,8,1366,768,0,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,2.2,31808.16
210,acer,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.8,intel,hdd,1024,no secondary memory,0,nvidia geforce,linux,2.4,41505.12
211,asus,gaming,17.3,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,2.9,74964.96
212,hp,notebook,15.6,4,1920,1080,1,0,0,0,core i3,2.0,intel,hdd,500,no secondary memory,0,intel hd,no os,2.1,18594.72
213,lenovo,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,no os,2.2,29250.72
214,huawei,ultrabook,13.0,8,2160,1440,1,1,0,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,1.05,79866.72
215,dell,ultrabook,13.3,8,1920,1080,1,1,0,0,core i7,1.8,intel,ssd,256,no secondary memory,0,amd radeon,windows,1.4,49650.57
216,lenovo,notebook,17.3,8,1600,900,0,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,nvidia geforce,no os,2.8,31381.92
217,hp,notebook,14.0,8,1920,1080,1,0,0,0,core i7,1.8,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,1.63,54931.68
218,dell,ultrabook,14.0,8,1920,1080,1,0,0,0,core i5,1.6,intel,ssd,256,no secondary memory,0,intel uhd,windows,1.6,61218.72
219,dell,2 in 1 convertible,13.3,16,1920,1080,1,0,1,0,core i7,1.8,intel,ssd,512,no secondary memory,0,intel uhd,windows,1.62,68145.12
220,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i5,1.6,intel,ssd,256,no secondary memory,0,amd radeon,linux,2.2,36089.21
221,lenovo,2 in 1 convertible,14.0,8,1920,1080,1,1,0,0,core i5,1.6,intel,ssd,256,no secondary memory,0,intel uhd,windows,1.74,47898.72
222,toshiba,ultrabook,13.3,8,1920,1080,1,0,0,0,core i7,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.2,72620.64
223,hp,notebook,15.6,8,1920,1080,1,0,0,0,core i5,1.6,intel,hdd,1024,no secondary memory,0,intel uhd,windows,2.1,42304.32
224,dell,gaming,17.3,16,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,4.42,130873.8
225,acer,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.2,44328.96
226,dell,notebook,15.6,16,1920,1080,1,0,1,0,core i7,2.7,intel,hdd,1024,no secondary memory,0,amd radeon,windows,2.3,45768.05
227,asus,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.0,40972.32
228,asus,notebook,17.3,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,hdd,500,nvidia geforce,windows,2.69,47472.48
229,hp,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.7,intel,hdd,1024,no secondary memory,0,amd,windows,1.9,67612.32
230,asus,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.4,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.37,21258.19
231,hp,notebook,15.6,4,1366,768,0,0,0,0,others,1.5,amd,hdd,500,no secondary memory,0,amd radeon,windows,2.1,17582.4
232,lenovo,gaming,15.6,16,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,3.2,79866.72
233,dell,notebook,14.0,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.6,45767.52
234,acer,2 in 1 convertible,13.3,8,1920,1080,1,1,1,0,core i5,2.3,intel,ssd,256,no secondary memory,0,intel hd,windows,1.6,36709.92
235,dell,notebook,15.6,16,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,amd radeon,linux,2.36,47898.72
236,acer,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.0,intel,hdd,1024,no secondary memory,0,intel hd,linux,2.1,20779.2
237,asus,notebook,15.6,4,1920,1080,1,0,0,0,a series,2.5,amd,ssd,128,hdd,1024,amd radeon,windows,2.2,30636.0
238,asus,gaming,17.3,32,1920,1080,1,0,0,0,core i7,2.9,intel,ssd,512,hdd,1024,nvidia geforce,windows,4.7,207259.2
239,acer,gaming,15.6,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.5,45074.88
240,lenovo,notebook,15.6,8,1366,768,0,0,0,0,core i3,2.0,intel,ssd,128,no secondary memory,0,intel hd,windows,2.2,31381.92
241,asus,notebook,17.3,8,1920,1080,1,0,0,0,core i7,1.8,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.1,61005.6
242,asus,notebook,17.3,8,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,128,hdd,1024,nvidia geforce,no os,2.69,47365.92
243,dell,gaming,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.56,46833.12
244,lenovo,2 in 1 convertible,13.9,8,1920,1080,1,1,1,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,1.38,57489.12
245,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i7,1.8,intel,ssd,128,hdd,2048,amd radeon,windows,2.2,52480.8
246,hp,notebook,15.6,8,1366,768,0,0,1,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.04,29783.52
247,asus,gaming,17.3,16,1920,1080,1,0,0,0,core i7,2.9,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,3.6,159786.72
248,hp,notebook,13.3,4,1920,1080,1,1,0,0,core i5,1.6,intel,hdd,500,no secondary memory,0,intel uhd,windows,1.49,35964.0
249,apple,ultrabook,13.3,8,2560,1600,0,1,0,0,core i5,3.1,intel,ssd,512,no secondary memory,0,intel,mac,1.37,108691.2
250,dell,2 in 1 convertible,15.6,8,1920,1080,1,1,1,0,core i7,1.8,intel,hdd,1024,no secondary memory,0,intel uhd,windows,2.08,43636.32
251,asus,gaming,17.3,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,4.3,95850.72
252,asus,notebook,15.6,4,1366,768,0,0,0,0,a series,3.0,amd,hdd,1024,no secondary memory,0,amd radeon,windows,1.68,24988.32
253,lenovo,2 in 1 convertible,13.9,8,1920,1080,1,1,1,0,core i7,1.8,intel,ssd,512,no secondary memory,0,intel uhd,windows,1.37,98514.72
254,acer,notebook,17.3,4,1920,1080,1,1,0,0,core i3,2.7,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,3.0,37402.56
255,dell,ultrabook,13.3,8,1920,1080,1,0,0,0,core i5,1.6,intel,ssd,256,no secondary memory,0,intel uhd,windows,1.41,50562.72
256,hp,notebook,15.6,8,1366,768,0,0,0,0,a series,2.5,amd,ssd,128,no secondary memory,0,amd radeon,windows,1.91,23757.55
257,hp,notebook,17.3,16,1920,1080,1,1,0,0,core i7,1.8,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.9,56423.52
258,msi,gaming,17.3,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,512,hdd,1024,nvidia geforce,windows,4.14,133146.72
259,lenovo,2 in 1 convertible,15.6,8,1920,1080,1,1,1,0,core i7,2.8,intel,ssd,512,no secondary memory,0,nvidia geforce,windows,2.0,90522.72
260,dell,notebook,17.3,8,1920,1080,1,0,0,0,core i7,1.8,intel,ssd,128,hdd,1024,amd radeon,windows,2.8,60845.76
261,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,core i3,2.0,intel,ssd,256,no secondary memory,0,intel hd,no os,2.2,23656.32
262,hp,notebook,15.6,4,1920,1080,1,1,0,0,core i5,1.6,intel,hdd,500,no secondary memory,0,intel hd,windows,2.1,38468.16
263,dell,notebook,15.6,4,1920,1080,1,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.18,35004.96
264,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,amd radeon,windows,2.24,30103.2
265,dell,2 in 1 convertible,15.6,8,1920,1080,1,0,1,0,core i5,1.6,intel,ssd,256,no secondary memory,0,intel uhd,windows,2.67,42570.72
266,asus,2 in 1 convertible,13.3,8,1920,1080,1,0,1,0,core i7,1.8,intel,ssd,512,ssd,512,intel uhd,windows,1.1,79866.72
267,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,intel hd,no os,2.2,24881.76
268,hp,notebook,17.3,8,1920,1080,1,0,0,0,core i7,1.8,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.5,54239.04
269,lenovo,notebook,15.6,8,1920,1080,1,0,0,0,core i7,1.8,intel,ssd,256,no secondary memory,0,intel uhd,windows,2.05,46886.4
270,apple,ultrabook,13.3,8,2560,1600,0,1,0,0,core i5,2.9,intel,ssd,512,no secondary memory,0,intel,mac,1.37,104370.19
271,asus,gaming,17.3,16,1920,1080,1,0,0,0,ryzen,3.0,amd,ssd,256,hdd,1024,amd radeon,windows,3.2,82530.72
272,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i7,1.8,intel,ssd,256,no secondary memory,0,amd radeon,linux,2.14,39164.53
273,lenovo,2 in 1 convertible,14.0,16,2560,1440,0,0,1,0,core i7,2.6,intel,ssd,512,no secondary memory,0,intel hd,windows,1.36,133146.72
274,toshiba,notebook,15.6,8,1366,768,0,0,0,0,core i7,2.5,intel,hdd,500,no secondary memory,0,nvidia geforce,windows,2.2,43263.36
275,dell,notebook,15.6,12,1366,768,0,0,0,0,core i7,2.7,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.3,37992.37
276,dell,notebook,17.3,8,1920,1080,1,0,0,0,core i7,1.8,intel,ssd,128,hdd,1024,amd radeon,linux,2.8,58554.72
277,acer,notebook,15.6,8,1920,1080,1,1,0,0,core i7,1.8,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.2,39693.6
278,lenovo,notebook,17.3,4,1600,900,0,0,0,0,core i3,2.0,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.8,26053.92
279,lenovo,notebook,17.3,8,1920,1080,1,0,0,0,core i7,1.8,intel,hdd,2048,no secondary memory,0,nvidia geforce,no os,2.8,45234.72
280,lenovo,notebook,17.3,6,1600,900,0,0,0,0,core i7,2.7,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.8,45767.52
281,dell,notebook,15.6,4,1920,1080,1,0,0,0,core i3,2.0,intel,hdd,1024,no secondary memory,0,amd radeon,linux,2.25,22803.84
282,lenovo,gaming,15.6,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.5,44169.12
283,lenovo,notebook,15.6,6,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,2.2,30849.12
284,acer,notebook,15.6,8,1920,1080,1,1,0,0,core i7,1.8,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,3.0,50669.28
285,acer,notebook,15.6,12,1920,1080,1,1,1,0,core i7,2.7,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.15,35111.52
286,lenovo,notebook,15.6,8,1920,1080,1,1,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,1.95,58448.16
287,asus,ultrabook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,1.7,52054.56
288,lenovo,gaming,15.6,16,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,2.5,62817.12
289,lenovo,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.7,intel,hdd,1024,no secondary memory,0,nvidia geforce,no os,2.2,35112.05
290,acer,notebook,15.6,2,1366,768,0,0,0,0,celeron,1.5,intel,ssd,16,no secondary memory,0,intel hd,chrome os,2.19,10602.72
291,asus,gaming,17.3,8,1920,1080,1,0,0,0,core i7,2.8,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,3.0,63243.36
292,hp,notebook,17.3,8,1600,900,0,0,0,0,core i3,2.0,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.54,26053.92
293,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.0,97449.12
294,lenovo,notebook,15.6,8,1920,1080,1,0,0,0,core i5,1.6,intel,ssd,256,no secondary memory,0,intel uhd,windows,2.05,39373.92
295,lenovo,gaming,15.6,8,1920,1080,1,1,0,0,core i7,2.8,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,3.2,69210.72
296,acer,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,no secondary memory,0,nvidia geforce,linux,2.5,52161.12
297,dell,workstation,17.3,16,1920,1080,1,0,0,0,core i7,2.9,intel,ssd,256,no secondary memory,0,nvidia,windows,3.42,153705.34
298,lenovo,notebook,15.6,6,1920,1080,1,0,0,0,a series,2.4,amd,hdd,1024,no secondary memory,0,amd radeon,windows,2.4,26586.72
299,asus,ultrabook,15.6,16,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,512,no secondary memory,0,nvidia geforce,windows,1.63,78215.04
300,asus,notebook,14.0,4,1366,768,0,0,0,0,core i3,2.4,intel,ssd,128,no secondary memory,0,intel hd,windows,1.3,27119.52
301,asus,gaming,17.3,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,2.9,113060.16
302,lenovo,notebook,17.3,6,1600,900,0,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.8,34578.72
303,lenovo,notebook,15.6,8,1366,768,0,0,0,0,core i5,2.5,intel,hdd,2048,no secondary memory,0,nvidia geforce,no os,2.2,29250.72
304,asus,gaming,15.6,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.5,67399.2
305,lenovo,notebook,15.6,4,1366,768,0,0,0,0,pentium,1.1,intel,hdd,1024,no secondary memory,0,intel hd,no os,2.2,19180.27
306,hp,2 in 1 convertible,13.3,16,1920,1080,1,0,1,0,core i7,2.8,intel,ssd,256,no secondary memory,0,intel hd,windows,1.28,105228.0
307,toshiba,notebook,15.6,8,1920,1080,1,1,0,0,core i7,2.5,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.2,55571.04
308,lenovo,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.3,43636.32
309,hp,notebook,15.6,4,1920,1080,1,0,0,0,core i3,2.0,intel,hdd,1024,no secondary memory,0,intel hd,windows,1.86,24988.32
310,lenovo,notebook,13.3,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.1,53226.72
311,dell,ultrabook,13.3,16,3840,2160,0,1,1,1,core i7,1.8,intel,ssd,1024,no secondary memory,0,intel uhd,windows,1.21,133146.72
312,msi,gaming,15.6,16,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,2.8,111834.72
313,acer,notebook,15.6,8,1920,1080,1,0,0,0,a series,2.2,amd,ssd,256,no secondary memory,0,amd radeon,windows,2.23,24988.32
314,asus,2 in 1 convertible,11.6,2,1366,768,0,0,1,0,celeron,1.1,intel,flash storage,32,no secondary memory,0,intel hd,windows,1.1,14652.0
315,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i5,1.6,intel,ssd,128,hdd,1024,amd radeon,windows,2.33,44968.32
316,hp,2 in 1 convertible,13.3,16,3840,2160,0,1,1,1,core i7,1.8,intel,ssd,1024,no secondary memory,0,intel uhd,windows,1.29,130482.72
317,lenovo,notebook,13.3,4,1366,768,0,0,0,0,celeron,1.6,intel,flash storage,16,no secondary memory,0,intel hd,chrome os,1.45,24503.47
318,hp,notebook,14.0,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.95,52214.4
319,acer,notebook,11.6,4,1366,768,0,0,0,0,pentium,1.6,intel,flash storage,128,no secondary memory,0,intel hd,windows,1.4,25840.8
320,hp,notebook,14.0,8,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,1.48,68837.76
321,lenovo,notebook,17.3,4,1600,900,0,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.79,31381.92
322,asus,notebook,14.0,8,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,2.0,58288.32
323,hp,notebook,15.6,8,1366,768,1,1,0,0,core i7,1.8,intel,hdd,1024,no secondary memory,0,intel uhd,windows,2.1,48058.56
324,acer,notebook,15.6,8,1366,768,0,0,0,0,a series,2.7,amd,ssd,256,no secondary memory,0,amd radeon,windows,2.2,35111.52
325,lenovo,notebook,14.0,4,1366,768,0,0,0,0,celeron,1.1,intel,flash storage,32,no secondary memory,0,intel hd,windows,1.44,15557.76
326,acer,notebook,15.6,6,1366,768,0,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.23,29250.72
327,asus,ultrabook,15.6,8,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,1.7,55938.67
328,hp,ultrabook,12.5,8,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,1.26,71128.8
329,dell,notebook,15.6,32,3840,2160,0,0,1,1,core i7,2.8,intel,ssd,1024,no secondary memory,0,nvidia geforce,windows,2.06,140605.92
330,msi,gaming,17.3,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,2.7,63882.72
331,toshiba,notebook,15.6,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,2.0,50243.04
332,asus,notebook,14.0,8,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,hdd,1024,intel hd,windows,2.0,71075.52
333,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,core i3,2.0,intel,hdd,1024,no secondary memory,0,intel hd,windows,1.85,23922.72
334,asus,gaming,15.6,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.5,53226.72
335,hp,notebook,14.0,8,1920,1080,1,0,0,0,core i5,2.6,intel,ssd,256,no secondary memory,0,intel hd,windows,1.48,67559.04
336,dell,ultrabook,15.6,8,1920,1080,1,1,0,0,core i5,1.6,intel,ssd,128,hdd,1024,nvidia geforce,windows,1.9,55890.72
337,hp,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.84,60952.32
338,asus,notebook,15.6,4,1366,768,0,0,0,0,celeron,1.1,intel,hdd,1024,no secondary memory,0,intel hd,linux,2.0,14651.47
339,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i5,1.6,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.0,60885.72
340,dell,notebook,15.6,4,1366,768,0,0,0,0,celeron,1.6,intel,hdd,500,no secondary memory,0,intel hd,linux,2.2,14646.67
341,lenovo,notebook,15.6,12,1920,1080,1,0,0,0,a series,3.6,amd,hdd,2048,no secondary memory,0,amd radeon,windows,2.2,47898.72
342,hp,notebook,15.6,8,1920,1080,1,1,0,0,core i3,2.4,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.1,38148.48
343,lenovo,2 in 1 convertible,13.9,16,3840,2160,0,1,1,1,core i7,1.8,intel,ssd,512,no secondary memory,0,intel uhd,windows,1.4,111834.72
344,dell,ultrabook,13.3,8,1920,1080,1,0,0,0,core i7,1.8,intel,ssd,256,no secondary memory,0,intel uhd,windows,1.2,84129.12
345,lenovo,gaming,15.6,16,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,256,hdd,2048,nvidia geforce,windows,2.4,60153.12
346,hp,notebook,14.0,2,1366,768,0,0,0,0,celeron,1.6,intel,flash storage,32,no secondary memory,0,intel hd,windows,1.44,14865.12
347,dell,ultrabook,15.6,16,1920,1080,1,0,0,0,core i7,1.9,intel,ssd,512,ssd,256,intel uhd,windows,1.88,85672.11
348,asus,2 in 1 convertible,11.6,4,1366,768,0,0,1,0,celeron,1.1,intel,flash storage,32,no secondary memory,0,intel hd,windows,1.5,19980.0
349,dell,ultrabook,15.6,8,1920,1080,1,0,0,0,core i5,1.6,intel,hdd,1024,no secondary memory,0,amd radeon,windows,1.9,35324.64
350,dell,notebook,15.6,16,3840,2160,0,0,1,1,core i7,2.8,intel,ssd,512,no secondary memory,0,nvidia geforce,windows,2.06,108020.94
351,hp,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,1.84,69477.12
352,msi,gaming,17.3,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.7,75071.52
353,hp,workstation,15.6,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,no secondary memory,0,nvidia,windows,2.6,92615.03
354,toshiba,notebook,15.6,16,1920,1080,1,1,0,0,core i7,2.5,intel,ssd,512,no secondary memory,0,nvidia geforce,windows,2.4,74751.84
355,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i7,1.8,intel,ssd,128,hdd,2048,amd radeon,windows,2.02,51729.55
356,lenovo,notebook,15.6,4,1366,768,0,0,0,0,celeron,1.1,intel,hdd,1024,no secondary memory,0,intel hd,no os,2.2,17155.63
357,dell,gaming,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.65,53226.72
358,dell,notebook,15.6,8,1366,768,0,0,1,0,core i5,2.5,intel,hdd,2048,no secondary memory,0,intel hd,windows,2.36,29696.67
359,dell,notebook,14.0,8,1920,1080,1,0,0,0,core i5,2.6,intel,ssd,256,no secondary memory,0,intel hd,windows,1.36,76030.56
360,hp,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.0,intel,hdd,500,no secondary memory,0,intel hd,windows,1.86,23389.92
361,asus,notebook,14.0,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,2.0,50349.6
362,lenovo,notebook,17.3,6,1600,900,0,0,0,0,core i5,2.5,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.8,38308.32
363,hp,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,intel hd,windows,1.86,34045.92
364,lenovo,notebook,15.6,8,1366,768,0,0,0,0,core i3,2.0,intel,ssd,256,no secondary memory,0,nvidia geforce,no os,2.2,26586.72
365,hp,notebook,15.6,8,1366,768,0,0,0,0,pentium,1.6,intel,hdd,2048,no secondary memory,0,intel hd,windows,2.04,20725.92
366,dell,notebook,17.3,8,1920,1080,1,0,0,0,core i5,1.6,intel,ssd,128,hdd,1024,amd radeon,windows,2.8,57808.8
367,lenovo,gaming,15.6,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,128,hdd,1024,nvidia geforce,no os,2.4,43103.52
368,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,amd radeon,windows,2.33,47898.72
369,hp,ultrabook,14.0,8,1920,1080,1,1,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,1.36,93240.0
370,asus,2 in 1 convertible,15.6,12,1920,1080,1,0,1,0,core i7,2.7,intel,ssd,512,hdd,2048,nvidia geforce,windows,2.26,58554.72
371,acer,notebook,15.6,4,1366,768,0,0,0,0,a series,3.0,amd,ssd,128,no secondary memory,0,amd radeon,windows,2.1,22697.28
